behavior_id	feature_id	expectation	modes	platforms	level	evidence
save-local-media-stream	saving	端末内の画像と動画をネットワークなしでストリーム書出しし元ファイルへの上書きを拒否する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#copiesAbsoluteFileUrlAndContentSourcesWithoutNetwork;shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#copiesThroughStreamingReaderInsteadOfReadBytes;shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#copyingOntoSourceFailsWithoutDeletingIt
save-local-zip-cancel	saving	ローカル画像と動画のZIP保存は欠損を報告しキャンセル時に部分出力だけを削除する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#localZipIncludesBothImagesAndVideosAndReportsMissingSources;shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#cancellationDuringLocalZipRemovesPartialOutputAndKeepsSource
saved-compat-index-recovery	saved-threads	としあきの選択保存先へindex登録し過去の未登録metadataを復元して重複表示と削除後の復活を防ぐ	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/ManualSaveAuditRegressionTest.kt#completedCompatSaveAppearsOnlyInTheSelectedFolderIndex;shared/src/commonTest/kotlin/ui/compat/ManualSaveAuditRegressionTest.kt#recoversPreviouslyUnindexedMetadataAndDoesNotDuplicateIt
save-preview-result-visible	saving	プレビューを開いたまま保存先と共有を表示しHTTP失敗の結果も閉じられる	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MediaSaveResultInstrumentedTest.kt#localImageSaveShowsDestinationAndShareAboveThePreview;app-android/src/androidTest/java/com/valoser/futacha/MediaSaveResultInstrumentedTest.kt#remoteFailureIsVisibleAboveThePreviewAndCanBeDismissed
save-first-picker-resume	storage-integration	初回保存のフォルダ選択後に保存ボタンを押し直さず媒体の保存を完了する	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MediaSaveResultInstrumentedTest.kt#firstSaveSelectsFolderAndContinuesWithoutAnotherSaveTap
save-provider-close-failure	storage-integration	保存先のclose失敗を成功にせず元の書込例外とキャンセルを保持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#providerCloseFailureIsReturnedAndOriginalWriteFailureIsPreserved;shared/src/commonTest/kotlin/service/LocalMediaSaveRegressionTest.kt#cancellationStillClosesTheProviderAndRemainsCancellation
save-ios-files-visible	storage-integration	iOSアプリでスレッドを保存した後FilesのこのiPhone内からfutachaのDocumentsを発見できる	FUTACHA	IOS	INTEGRATION	iosApp/iosAppUITests/IosAppUITests.swift#testSavedDocumentsAreVisibleInFiles
save-ios-bookmark-export	storage-integration	bookmarkの保存媒体を別のFileSystemから再解決してストリーム読出しできる	BOTH	IOS	INTEGRATION	shared/src/iosTest/kotlin/util/IosFileSystemSaveLocationTest.kt#bookmarkSavedFileCanBeReopenedAndStreamedForExport
quote-bulk-selection	thread-interaction	引用内容の全選択と全解除を行い、画面外の本文も順序を保って返信欄へ転記できる	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/ThreadReplyNavigationInstrumentedTest.kt#futachaBulkQuoteSelectsOffscreenLinesAndClearsBeforeIndividualSelection;app-android/src/androidTest/java/com/valoser/futacha/ThreadReplyNavigationInstrumentedTest.kt#compatBulkQuoteSelectsOffscreenLinesAndClearsBeforeIndividualSelection
futacha-new-reply-boundary	thread-interaction	初回表示と更新の差分を識別し、既存履歴からの新着と表示順・ヘッダーを考慮して新着から末尾へ移動する	FUTACHA	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadNewReplyNavigationTest.kt#firstVisitHasNoMarkerAndRefreshFindsNewRepliesByIdentity;shared/src/commonTest/kotlin/ui/board/ThreadNewReplyNavigationTest.kt#reopeningUsesHistoryCountAndWaitsThroughShorterCachedCopies;shared/src/commonTest/kotlin/ui/board/ThreadNewReplyNavigationTest.kt#bottomStopsAtNewReplyThenContinuesToFooter;shared/src/commonTest/kotlin/ui/board/ThreadNewReplyNavigationTest.kt#bottomUsesFilteredAndTreeDisplayOrderAndSkipsHiddenNewReplies
compat-new-reply-bottom	thread-interaction	最下部ボタンは既存の新着区切りで止まり、次の操作で末尾へ進む。非表示レスとフッターを考慮する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatNewReplyNavigationTest.kt#bottomStopsAtExistingMarkerThenContinuesToFooter;shared/src/commonTest/kotlin/compat/CompatNewReplyNavigationTest.kt#bottomUsesFilteredMarkerAndHandlesNoVisibleNewReplies
new-reply-bottom-ui	thread-interaction	両モードの最下部ボタンが新着区切りから末尾の順に移動し、ふたちゃの通常・ツリー表示でも区切りを表示する	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/ThreadReplyNavigationInstrumentedTest.kt#futachaBottomStopsAtNewMarkerThenReachesFooter;app-android/src/androidTest/java/com/valoser/futacha/ThreadReplyNavigationInstrumentedTest.kt#futachaTreeBottomStopsAtNewMarkerThenReachesFooter;app-android/src/androidTest/java/com/valoser/futacha/ThreadReplyNavigationInstrumentedTest.kt#compatBottomStopsAtExistingNewMarkerThenReachesFooter
quote-bulk-selection-ios	thread-interaction	iOSの両モードで引用選択の全選択・全解除を操作でき、空選択では転記できない	BOTH	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaQuoteSelectionHasBulkActions;iosApp/iosAppUITests/IosAppUITests.swift#testCompatQuoteSelectionHasBulkActions
compact-header-android	settings	コンパクトヘッダーは通常・ツリー表示の上部バーとレスを低くし、即時反映・永続化・OFFで復元する	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompactThreadHeaderInstrumentedTest.kt#flatSettingShrinksTopBarAndPostHeadersImmediatelyAndRestores;app-android/src/androidTest/java/com/valoser/futacha/CompactThreadHeaderInstrumentedTest.kt#treeSettingShrinksTopBarAndPostHeadersImmediatelyAndRestores
compact-header-ios	settings	コンパクトヘッダーは通常・ツリー表示の上部バーとレスを低くし、設定変更・再起動後の永続化・OFFで復元する	FUTACHA	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaCompactHeaderShrinksAndPersistsInFlatMode;iosApp/iosAppUITests/IosAppUITests.swift#testFutachaCompactHeaderShrinksAndPersistsInTreeMode
compact-header-quotes	thread-interaction	コンパクトヘッダーを通常・ツリー表示の引用プレビューにも即時反映する	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompactThreadHeaderInstrumentedTest.kt#flatQuotePreviewUsesCompactPostHeader;app-android/src/androidTest/java/com/valoser/futacha/CompactThreadHeaderInstrumentedTest.kt#treeQuotePreviewUsesCompactPostHeader
compact-header-large-text	accessibility-layout	幅320dp・文字倍率1.5でもコンパクト上部情報を1行に保ち、検索の開閉と操作可能領域を維持する	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompactThreadHeaderInstrumentedTest.kt#narrowScreenWithLargeSystemTextKeepsCompactTitleOnOneLine
compact-header-compat-scope	settings	ふたちゃ専用のコンパクト設定を変更しても、としあきモード固有のレスヘッダーを変更しない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompactThreadHeaderInstrumentedTest.kt#toshiakiUsesItsOwnHeaderSettingsOnBothGlobalCompactValues;iosApp/iosAppUITests/IosAppUITests.swift#testCompatHeaderIgnoresFutachaOnlyCompactPreference
attachment-picker-ios-lifecycle	posting	両モードの新規・返信で写真／動画をキャンセル・下スワイプ後に開き直し、選択するとカメラロールが閉じて添付される	BOTH	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaReplyAcceptsPhotoAndCameraVideo;iosApp/iosAppUITests/IosAppUITests.swift#testFutachaNewThreadAcceptsPhotoAndCameraVideo;iosApp/iosAppUITests/IosAppUITests.swift#testCompatReplyAcceptsPhotoAndCameraVideo;iosApp/iosAppUITests/IosAppUITests.swift#testCompatNewThreadAcceptsPhotoAndCameraVideo
attachment-picker-ios-limits	posting	画像と動画の読み込みに呼出側の上限を使い、圧縮候補を早期破棄せず、Filesの汎用指定で動画も選択対象にする	BOTH	IOS	UNIT	shared/src/iosTest/kotlin/util/IosPostingAttachmentTest.kt#pickerHonorsBothModesLimitsForImagesAndVideos;shared/src/iosTest/kotlin/util/IosPostingAttachmentTest.kt#wildcardDocumentsAllowVideoAndBackupDataAlongsideImages
attachment-camera-formats-ios	posting	HEICは実JPEG、MOVは実MP4へ変換し、既存形式は維持し、破損ファイルは添付しない	BOTH	IOS	UNIT	shared/src/iosTest/kotlin/util/IosPostingAttachmentTest.kt#heicCameraPhotoBecomesDecodableJpegForBothForms;shared/src/iosTest/kotlin/util/IosPostingAttachmentTest.kt#quickTimeCameraVideoBecomesRealMp4ForBothForms;shared/src/iosTest/kotlin/util/IosPostingAttachmentTest.kt#supportedFormatsKeepTheirOriginalBytesAndNames;shared/src/iosTest/kotlin/util/IosPostingAttachmentTest.kt#unreadableCameraFormatsFailInsteadOfReturningAnAttachment
attachment-picker-android-provider	posting	実ContentProviderから画像／動画を上限内だけ読み、サイズ不一致や空ファイルを拒否し、名前がない動画も拡張子を維持する	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/AttachmentPickerInstrumentedTest.kt#imageAndVideoReadersHonorEachModesLimit;app-android/src/androidTest/java/com/valoser/futacha/AttachmentPickerInstrumentedTest.kt#missingProviderSizeStillEnforcesLimitForImagesAndVideos;app-android/src/androidTest/java/com/valoser/futacha/AttachmentPickerInstrumentedTest.kt#incorrectProviderSizesAreNotReturnedAsCorruptAttachments;app-android/src/androidTest/java/com/valoser/futacha/AttachmentPickerInstrumentedTest.kt#emptyAndUnavailableAttachmentsFailWithoutCreatingAPreview;app-android/src/androidTest/java/com/valoser/futacha/AttachmentPickerInstrumentedTest.kt#providerWithoutDisplayNameKeepsVideoMimeExtension
attachment-multipart-all-formats	posting	新規と返信の両送信データでJPEG・PNG・GIF・WebP・MP4・WebMのバイト列・名前・MIMEを維持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/network/HttpBoardApiSupportTest.kt#postingAttachmentsKeepTheirBytesNameAndMimeInNewThreadAndReplyMultipart
generation-png-text	generation-metadata	PNG生成情報は原本の通常圧縮テキストを上限付きで解析し本文の空白と改行を保持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#a1111PreservesPositiveWhitespaceAndSeparatesNegativeAndSettings;shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#compressedInternationalAndLatin1TextWorkOnEveryPlatform;shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#decompressionBombAndDeepJsonAreBounded
generation-ai-evidence	generation-metadata	AIラベルは既知の生成スキーマに基づき一般コメントや未知JSONのpromptを根拠にしない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#ordinaryCommentsAndUnknownPromptJsonNeverProduceAiLabels;shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#novelAiRequiresSoftwareAndGenerationSchemaAndPreservesText;shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#comfyKeepsSamplerCandidatesAndDoesNotGuessLinkedText
generation-copy-guard	generation-metadata	プロンプトコピーは本文を省略せず標準選択メニューもOFF後や画面破棄後の書込を拒否する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/image/PromptClipboardTest.kt#standardSelectionAndButtonsCannotWriteAfterOffOrSnapshotDisposal;shared/src/commonTest/kotlin/media/prompt/PngGenerationMetadataReaderTest.kt#previewAndCopyBudgetsNeverChangeSourceText
generation-default-off	generation-metadata	既定OFFで設定は永続化し画像編集や動画編集のフラグと独立する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/MediaFeatureSettingsTest.kt#missingMalformedAndFutureSettingsAreDisabled;shared/src/commonTest/kotlin/media/MediaFeatureSettingsTest.kt#concurrentUpdatesPreserveOtherTogglesAndSurviveStoreRecreation
generation-video-tags	generation-metadata	動画タグ解析はMP4とMOVとWebMの原本から映像を読み飛ばして日本語と大seedを保持し破損と走査上限を区別する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/prompt/VideoMetadataReaderTest.kt#realMp4FixturesReadTailMetadataWithoutReadingEncodedFrames;shared/src/commonTest/kotlin/media/prompt/VideoMetadataReaderTest.kt#sparseEightGigabyteMdatIsSkippedAndExtendedAtomSizeIsChecked;shared/src/commonTest/kotlin/media/prompt/VideoMetadataReaderTest.kt#webmSeekPositionsAreRelativeToSegmentPayloadAndTagsAreNotDuplicated;shared/src/commonTest/kotlin/media/prompt/VideoMetadataReaderTest.kt#invalidTextAndDeepOrOversizedMetadataAreBounded
device-video-metadata-preservation	device-video-editor	動画の生成情報保持は元ファイルとサンプル表を維持し再編集では履歴だけを追加して不完全な情報を成功として保存しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/video/VideoMetadataPreservationTest.kt#replacementMoovKeepsEveryMediaByteAndTimingSampleTableUnchanged;shared/src/commonTest/kotlin/media/video/VideoMetadataPreservationTest.kt#reeditingKeepsOneOriginalRecordAndAppendsOnlyHistory;shared/src/commonTest/kotlin/media/video/VideoMetadataPreservationTest.kt#sourceSignaturesRemainUnsignedRecordsAndExporterClaimsAreRetired;shared/src/commonTest/kotlin/media/video/VideoMetadataPreservationTest.kt#incompleteOrAmbiguousSourceCannotSilentlyLoseInformation
generation-original-sharing	generation-metadata	表示と生成情報は同じ原本を使いキャッシュ専用確認でHTTPを追加せず表示を失敗させない	BOTH	BOTH	INTEGRATION	shared/src/jvmTest/kotlin/ui/image/OriginalMediaFetcherTest.kt#twoCoilLoadersAndMetadataReadTheSameOriginalWithOneHttpGet;shared/src/jvmTest/kotlin/media/prompt/PromptMediaSourceTest.kt#cacheOnlyProbeCannotPoisonConcurrentDisplayDownload;shared/src/jvmTest/kotlin/media/prompt/PromptMediaSourceTest.kt#offCancelsOnlyMetadataLeaseAndFreshOnCanParseAgain;shared/src/iosTest/kotlin/network/IosImageTransportTest.kt#originalSessionSharesOneDarwinDownloadWithTwoNativeDecoders;app-android/src/androidTest/java/com/valoser/futacha/ImageTransportInstrumentedTest.kt#originalSessionSharesOneHttpGetAcrossTwoAndroidDecoders
generation-android-ui	generation-metadata	両モードのプロンプトコピーと長押しは投稿操作に伝播せずOFFとプライバシーで生成情報を隠す	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/PromptDisplayInstrumentedTest.kt#futachaCopiesFullPositiveAndOffHidesAllPromptUi;app-android/src/androidTest/java/com/valoser/futacha/PromptDisplayInstrumentedTest.kt#compatCopiesFullPositiveAndOffHidesAllPromptUi;app-android/src/androidTest/java/com/valoser/futacha/PromptDisplayInstrumentedTest.kt#placementAndPrivacySuppressOnlyTheChosenSurfaces
generation-viewer-ui	generation-metadata	画像ビューアの生成情報を両モードで開閉でき追加の原本取得を行わない	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/PromptDisplayInstrumentedTest.kt#futachaViewerOpensGenerationInfoWithoutAnotherDownload;app-android/src/androidTest/java/com/valoser/futacha/PromptDisplayInstrumentedTest.kt#compatViewerOpensGenerationInfoWithoutAnotherDownload
generation-image-exif	generation-metadata	JPEG生成情報とWebP生成情報とEXIF生成情報はUnicodeとComfyUIの既知形式を読み本文の空白と改行を保持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#pillowEncodedJpegAndWebpReadNestedExifIfd;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#jpegExifUnicodePreservesTextAcrossTiffOrderAndBom;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#comfyExifModelAndUtf8PngTextRecoverOnlyKnownGraphs
generation-image-xmp	generation-metadata	XMP生成情報は名前空間と既知形式を照合しAI生成と編集の申告を区別して言語候補を連結しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#xmpReadsAttributesElementsCdataAndSeparateLanguageAlternatives;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#xmpAiEvidenceRequiresExactNamespaceAndValueAndPreservesEditingMeaning;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#pngExifAndXmpAreCollectedAlongsideExistingText
generation-image-bounds	generation-metadata	画像メタデータ解析はサイズ循環XML実体を制限しキャンセルと未対応部分を区別する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#webpSkipsLargeImagePayloadAndChecksRiffPaddingAndBounds;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#malformedExifCyclesOffsetsAndSegmentsAreBounded;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#xmpRejectsDtdExternalEntitiesAndMalformedPacketsWithoutLosingOtherSources;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#metadataAllocationAndXmlDepthAreBounded;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#cancellationPropagatesThroughContainerAndXmlCallbacks;shared/src/commonTest/kotlin/media/prompt/ImageGenerationMetadataReaderTest.kt#unsupportedEncodingsExtendedXmpAndComplexPropertiesAreExplicit
generation-image-original-sharing	generation-metadata	JPEGとWebPのネイティブ表示とEXIFとXMPの解析が原本GET一回を共有する	BOTH	BOTH	INTEGRATION	shared/src/iosTest/kotlin/network/IosImageTransportTest.kt#jpegAndWebpGenerationMetadataShareOneDownloadWithNativeDecoders;app-android/src/androidTest/java/com/valoser/futacha/ImageTransportInstrumentedTest.kt#jpegAndWebpGenerationMetadataShareOneDownloadWithNativeDecoders
generation-save-sharing	generation-metadata	保存時の原本共有は単体スレッド自動ZIPを同じ取得へ合流させ元バイト列を保持する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#displayMetadataSingleThreadAutoAndZipReuseOneOriginal;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#saveFirstAndDisplayDuringDownloadShareOneRequest
generation-save-lifetime	generation-metadata	保存の中止とキャッシュ削除は他の表示を止めず失敗時に保存用参照と部分ファイルを解放する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#cancellingSaveWaiterDoesNotCancelDisplayDownload;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#cancellingCopyCleansPartialOutputAndRetainsDisplay;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#clearDuringCopyKeepsTheLeasedRevisionReadable;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#copyFailureReleasesLeaseWithoutFallbackOrDownload;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#largerThanCacheQuotaStillSavesWhileOriginalIsPinned
generation-save-retry	generation-metadata	原本取得失敗で別HTTP経路に落とさず保存側の再試行を重ねない	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#permanentOriginalFailureDoesNotFallbackOrRepeatThreadRetries;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#transientFailureUsesOnlyTheSharedSourcesThreeAttemptBudget;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#unavailableCacheFallsBackBeforeNetworkExactlyOnce
generation-save-background	generation-metadata	画面なしでも原本管理を初期化し保存だけでは生成情報を解析せずサムネイルと外部ホストとローカルファイルは既存経路を使う	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#headlessInitializerCannotOverrideAnExistingConfiguration;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#exportsDoNotStartPromptParsingEvenWhenEnabled;shared/src/commonTest/kotlin/media/source/OriginalMediaSaveIntegrationTest.kt#thumbnailsExternalHostsAndLocalFilesBypassOriginalAcquisition
device-editor-picker	device-image-editor	端末内画像選択は両モードの専用メニューから行いプロンプトOFFでも写真を編集して保存できる	BOTH	BOTH	INTEGRATION	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaDeviceImageEditorSelectsPhotoAndSavesIndependently;iosApp/iosAppUITests/IosAppUITests.swift#testCompatDeviceImageEditorSelectsPhotoAndSavesIndependently
device-editor-brush	device-image-editor	手動モザイクは線分間を補間し消しゴムで元の画素へ戻す	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/edit/ImageEditDocumentTest.kt#brushInterpolatesSegmentsAndEraserRestoresOriginal;shared/src/commonTest/kotlin/media/edit/ImageEditDocumentTest.kt#opacityAndTransparentPixelsMatchJpegWhiteBackground
device-editor-black	device-image-editor	黒塗りは他の枠や消しゴムの重なりで剥がれず原画素を変更しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/edit/ImageEditDocumentTest.kt#blackCoverCannotBeRevealedByOverlappingMosaicOrBrushErasure
device-editor-history	device-image-editor	UndoとRedoはドラッグ一回を一操作とし中止した操作を取り消して履歴を制限する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/edit/ImageEditDocumentTest.kt#undoCommitsOneDragAndRedoIsInvalidatedByNewWork;shared/src/commonTest/kotlin/media/edit/ImageEditDocumentTest.kt#cancelledGestureRestoresCommittedPixelsAndHistoryIsBounded
device-editor-codec	device-image-editor	JPEG保存はプレビューと同じ画素を使い小さい画像の寸法を維持して再読込できる	BOTH	BOTH	INTEGRATION	shared/src/iosTest/kotlin/media/edit/ImageEditCodecTest.kt#nativePreviewAndJpegPixelsMatch;shared/src/jvmTest/kotlin/media/edit/ImageEditCodecTest.kt#nativePreviewAndJpegPixelsMatch;app-android/src/androidTest/java/com/valoser/futacha/DeviceImageEditorInstrumentedTest.kt#promptOffStillAllowsLocalBlackCoverAndJpegExport
device-editor-orientation	device-image-editor	EXIF回転と反転の全8通りを編集前に補正する	BOTH	BOTH	INTEGRATION	shared/src/iosTest/kotlin/media/edit/ImageEditCodecTest.kt#allEightExifOrientationsMatch;app-android/src/androidTest/java/com/valoser/futacha/DeviceImageEditorInstrumentedTest.kt#androidExifRotationAndMirroringBeforeEditing
device-editor-gates	device-image-editor	画像編集の既定OFFを守り別設定を変更しても許可を失効させずOFF後の古い処理を拒否する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/MediaFeatureSettingsTest.kt#missingMalformedAndFutureSettingsAreDisabled;shared/src/iosTest/kotlin/media/edit/ImageEditCodecTest.kt#independentSettingsRejectStaleSessions;app-android/src/androidTest/java/com/valoser/futacha/DeviceImageEditorInstrumentedTest.kt#deviceMenuAndSettingsAreIndependentFromPromptDisplay
device-editor-output	device-image-editor	取消時の出力破棄は遅延完了と書込後の設定OFFにも適用し原本を上書きしない	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/edit/ImageEditDocumentTest.kt#savingCreatesANewFileAndGateFailureDeletesUncommittedOutput;app-android/src/androidTest/java/com/valoser/futacha/DeviceImageEditorInstrumentedTest.kt#disablingEditorCancelsLateExportWithoutPublishing
device-video-copy	device-video-edit-core	動画入力の作業コピーは端末リソースを一度だけ読み容量制限つきのチャンクで保存する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#selectedVideoIsCopiedOnceWithBoundedChunksAndSharedByLocalReaders;shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#invalidTruncatedAndOversizedInputsLeaveNoWorkFiles
device-video-frames	device-video-edit-core	実フレーム時刻でコマ送りと末尾の継続時間を保ち重複や不正な時刻を拒否する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#frameIndexOwnsItsArrayAndRejectsInvalidOrAmbiguousTimes;shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#decodeOrderingAndLastFrameDurationDoNotTurnVfrIntoCfr;shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#exportVerificationRejectsDroppedFramesAudioAndChangedSpacing
device-video-native	device-video-edit-core	回転と音声情報を同じ合成素材から両OSで読み映像サンプルの時刻と寸法を検証する	BOTH	BOTH	INTEGRATION	shared/src/iosTest/kotlin/media/video/DeviceVideoSourceTest.kt#nativeReaderPreservesRealVfrTimesRotationAndAudio;app-android/src/androidTest/java/com/valoser/futacha/DeviceVideoSourceInstrumentedTest.kt#extractorPreservesVfrPresentationTimesRotationAndAudio
device-video-model	device-video-edit-core	時間指定マスクは範囲の開始を含み終了を含まずキーフレーム補間とUndoを保持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/video/MosaicModelTest.kt#movingRegionInterpolatesOnlyWithinItsTimeRange;shared/src/commonTest/kotlin/media/video/MosaicModelTest.kt#undoRestoresWholeGestureAndNewActionClearsRedo;shared/src/commonTest/kotlin/media/video/MosaicMaskTest.kt#videoContoursUseSourceTimestampsAndCanRestoreRectangleOnFailure
device-video-permits	device-video-edit-core	動画入力の独立許可は既定OFFと世代失効を守り他機能の設定変更では取消しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#offOrStalePermitDoesNotEvenReadTheDeviceResource;shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#onlyVideoOffCancelsAnActiveCodecAndRejectsItsLateResult
device-video-disposal	device-video-edit-core	作業ファイルの破棄は入力途中と呼出元への引渡し時の取消に対応し読取中のファイルを消さない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#cancellingOrTurningOffDuringImportDeletesPartialVideo;shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#cancellationDuringDispatcherHandoffDisposesTheCompletedCopy;shared/src/commonTest/kotlin/media/video/VideoEditSourceTest.kt#closeWaitsForCodecReaderBeforeDeletingItsInput
device-video-picker	device-video-editor	端末内動画選択は取消後の再選択に対応し編集用コピーから処理する	BOTH	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/DeviceVideoEditorInstrumentedTest.kt#offHidesMenuAndIndependentToggleSurvivesCancelledSelection;iosApp/iosAppUITests/IosAppUITests.swift#testFutachaDeviceVideoEditorSelectsPhotoAndSavesIndependently;iosApp/iosAppUITests/IosAppUITests.swift#testCompatDeviceVideoEditorSelectsPhotoAndSavesIndependently
device-video-automatic-analysis	device-video-editor	動画の自動解析は性器候補を各実時刻で検出して追尾と輪郭へ接続し区間外の既存マスクを保持する	BOTH	BOTH	INTEGRATION	shared/src/iosTest/kotlin/media/analysis/VideoAutomaticEditNativeTest.kt#detectionContoursReviewAndIntervalPreservation;app-android/src/androidTest/java/com/valoser/futacha/VideoAutomaticEditInstrumentedTest.kt#detectionContoursReviewAndIntervalPreservation
